33.5,-353.5,-24.0,-0.0325647,1.5629825,0.1781229,0.8511077,,,
S40.png,2.0,140.0,0.059999995,0,517,191,85,774,0
S41.png,17.0,142.0,-0.19000001,0,517,191,85,774,0
S42.png,11.0,154.0,-0.06999999,1,517,191,85,774,0
S43.png,4.0,148.0,0.049999997,1,517,191,85,774,0
S44.png,5.0,139.0,-0.03,1,517,191,85,774,0
S45.png,24.0,155.0,-0.02,1,517,191,85,774,0
S46.png,6.0,154.0,0.03,1,517,191,85,774,0
S47.png,13.0,143.0,-0.07999999,1,517,191,85,774,0
S48.png,0.0,143.0,0.08999999,1,517,191,85,774,0
S49.png,11.0,143.0,0.04,0,517,191,85,774,0
S50.png,13.0,150.0,0.0,0,517,191,85,774,0
S51.png,9.0,146.0,0.03,0,517,191,85,774,0
S52.png,15.0,152.0,0.02,0,517,191,85,774,0
S53.png,57.0,155.0,-0.049999997,0,517,191,85,774,0
S54.png,-22.0,189.0,-0.08999999,0,517,191,85,774,0
S55.png,56.0,128.0,0.14999999,0,517,191,85,774,0
S56.png,10.0,137.0,-0.08999999,0,517,191,85,774,0
S57.png,11.0,153.0,-0.02,0,517,191,85,774,0
S58.png,-15.0,159.0,0.04,0,517,191,85,774,0
S59.png,39.0,170.0,0.04,0,517,191,85,774,0
S60.png,1.0,168.0,-0.059999995,0,517,191,85,774,0
S61.png,70.0,176.0,-0.01,0,517,191,85,774,0
S62.png,27.0,138.0,0.03,0,517,191,85,774,0
S63.png,57.0,151.0,-0.04,0,517,191,85,774,0
S64.png,3.0,178.0,-0.059999995,0,517,191,85,774,0
S65.png,-12.0,157.0,-0.07999999,0,517,191,85,774,0
